Place,Developer,Summary,Price,Sqft
2 BHK Apartment for Sale in Padur Chennai,Urbanise Revolution One,"Newly constructed 2 BHK flat in Urbanrise Padur project. Gated community with 35 plus amenities. The housing society is near to school, college, medical, shopping centers and just 5 minutes distance to Siruseri IT park.Read more", 38 Lac," 5,837 per sqft"
2 BHK  House for Sale in Sivanthangal Sriperumbudur Chennai,N/a,"With children play zone available in this home, you will always have something to do here. If you are looking for a home with intercom facility  security, this home is just right for you. With premium amenities such as rainwater harvesting, visitor parking, waste treatment plant  house keeping this home provides you with many added benefits.Access to bus station  medical stores is very easy  convenient from this house.With Hayagriva Vidhyashram School, Kshetra Vidyala and Rajalakshmi college of Nursing close to this home, you be able to provide your children with many options.Read more", 34.2 Lac," 2,815 per sqft"
2 BHK  House for Sale in Guduvancheri Chennai,N/a,A residential house is available for sale. It is a good location property. Please contact for more details.Read more, 47.5 Lac," 4,922 per sqft"
5 BHK  House for Sale in Anakaputhur Chennai,N/a,N/a, 1 Cr," 5,000 per sqft"
2 BHK Apartment for Sale in Kelambakkam Chennai,Akshaya Today,"Discover comfortable living in the heart of Kelambakkam, Chennai, with this inviting 2 BHK flat now available for sale in Akshaya Today. Spanning a super built-up area of 986 square feet on the 2nd floor of a 15-story building, this south-facing unit is thoughtfully designed with Vaastu compliance in mind.Property specifications and facilitiesThe flat is unfurnished, featuring 2 bedrooms and 2 bathrooms 1 attached and 1 common, with both bathrooms equipped with Western fixtures and geyser points. A balcony attached to the hall offers serene views of the park, and the living-cum-dining area provides a spacious layout. The kitchen is well-appointed with a piped gas connection included in the project and an attached utility area. The flooring is adorned with elegant vitrified tiles.The property comes with an array of facilities, including both covered and open parking, 24-hour water supply, 100 power backup, security guards, CCTV surveillance, and 2 lifts for added convenience. The project spans an expansive 12 acres and offers amenities like a swimming pool, clubhouse, rainwater harvesting, security, water storage, maintenance staff, laundry service, kids club, kids play area, and fire fighting equipment.LocalityThe locality is well-connected, situated on the Kelambakkam Thiruporur main road. Nearby, youll find schools, with Chettinad Hospital just 2 kilometers away. Supermarkets and malls are within a 5-kilometer radius, making daily shopping effortless.Public transportation is readily available, with the Kelambakkam bus stand nearby, and banksATMs are conveniently located. Tambaram Railway Station is 8 kilometers away, and an upcoming metro station is just 2 kilometers from the property. OMR is easily accessible, and the property is adjacent to ECR road, adding to its connectivity and accessibility.Read more", 38.1 Lac," 4,158 per sqft"
2 BHK Apartment for Sale in Kolathur Chennai,N/a,"Multistorey apartment is available for sale. It has covered area of 911 sq-ft, it is a good location property. Please contact for more details.Read more", 59 Lac," 6,556 per sqft"
3 BHK Apartment for Sale in Perungudi Chennai,DOSHI ETOPIA II,"Multistorey apartment is available for sale. It covered area of 1400 sq-ft, it is a good location property. Please contact for more details.Read more", 96 Lac," 7,500 per sqft"
2 BHK Apartment for Sale in Ponmar Chennai,Subhamangala Nagar,N/a, 45 Lac," 4,455 per sqft"
2 BHK  House for Sale in Chromepet Chennai,JK Homes,N/a, 40 Lac," 5,714 per sqft"
2 BHK Builder Floor for Sale in Goparasanallur Chennai,N/a,"Embark on a journey to find your dream home with our exclusive offering-a stunning 2 BHK Builder Floor For Sale in the heart of Goparasanallur, Kattupakkam, Chennai. Step into a realm of contemporary living where comfort and style converge to create the perfect abode for you.::::::::::::Property Specifications::::::::::::Indulge in modern living with this exquisite 2 BHK Builder Floor spanning a comfortable 750 sqft of carpet area. Situated on the second floor of a two-story building, the property offers a seamless blend of space and style, providing the perfect canvas for your lifestyle.::::::::::::Step into a semi-furnished haven where two well-appointed bedrooms come complete with cupboards, ensuring ample storage. The convenience of two bathrooms, one attached and one common, both Western-style, adds to the practicality. Enjoy the luxury of a balcony, attached to the hall and overlooking the main road, offering a refreshing view.::::::::::::The living and dining areas, thoughtfully designed in an L-shaped layout, provide separate spaces for relaxation and entertainment. The kitchen, with its functional design, is equipped for everyday culinary endeavors. Vitrified flooring, vaastu compliance, and a North-facing orientation enhance the appeal of this space.::::::::::::Convenience meets aesthetics with fitted lights and fans, ensuring a comfortable ambiance. This property invites you to experience contemporary living at its finest, combining functionality with a touch of elegance.::::::::::::Facilities ::::::::::::Elevate your living experience with a host of premium facilities designed to enhance your comfort and security. Benefit from the convenience of covered parking, providing shelter for your vehicle in all weather conditions. Embrace uninterrupted daily living with 24 hours of water supply, ensuring your needs are seamlessly met. Your safety is our priority, with the installation of CCTV cameras offering vigilant surveillance around the clock. ::::::::::::Locality ::::::::::::Discover the unparalleled convenience of this locality, strategically located near the Kattupakkam EB office. Within a radius of 500 meters, you'll find esteemed schools, ensuring quality education at your doorstep. Access to healthcare is a breeze with hospitals within the same radius, providing peace of mind for residents.::::::::::::Enjoy the ease of shopping with malls and supermarkets also conveniently situated within 500 meters, catering to your daily needs. Seamless connectivity is guaranteed with readily available public transport options, facilitating easy commutes. Manage your finances effortlessly, as banks and ATMs are in close proximity.::::::::::::Anticipate future ease of travel with an upcoming metro station just 500 meters away, promising swift and efficient transportation.Read more", 50.1 Lac," 6,250 per sqft"
3 BHK Apartment for Sale in Anna Nagar Chennai,N/a,"Embark on a journey to discover your dream home with this exclusive opportunity. Presenting a charming 3 BHK flat for sale in the heart of Anna Nagar, Chennai. Step into a residence that blends comfort and sophistication seamlessly, offering a living space crafted for modern lifestyles.::::::::::::Property Specifications::::::::::::Introducing a delightful 3 BHK flat boasting a comfortable carpet area of 1117 sqft. This semi-furnished abode is nestled on the 2nd floor of a 4-floor building, offering a perfect blend of space and style.::::::::::::The flat features three bedrooms, each adorned with wardrobes and a study table, adding a touch of convenience and functionality. Enjoy the luxury of two well-designed bathrooms, one attached and one common, both featuring contemporary Western amenities. A balcony, attached to the master bedroom, provides a tranquil view overlooking other buildings.::::::::::::The living cum dining area is thoughtfully designed, offering a versatile space for family gatherings and daily activities. The kitchen is a modern delight, featuring a modular layout and a chimney for added convenience. A utility area is available, enhancing the practicality of daily chores. Revel in the elegance of vitrified flooring throughout, creating a sleek and modern ambiance. This residence is not just a flat; it's an invitation to a lifestyle where comfort meets style.::::::::::::Facilities ::::::::::::The property comes with the convenience of one covered parking space for your vehicle. Enjoy uninterrupted living with 24-hour water supply, ensuring water is readily available for all your daily needs. Security is a top priority, with the presence of a dedicated security guard and CCTV installations, providing a safe and secure environment for you and your family. Additionally, the property features one lift, enhancing accessibility within the building. ::::::::::::Locality ::::::::::::Situated in the vibrant locality of Anna Nagar, Chennai, this 3 BHK flat enjoys a neighborhood that caters to every aspect of daily life. Reputable schools nearby ensure easy access to quality education for your children. Healthcare facilities are readily available, with hospitals in close proximity for immediate medical assistance.::::::::::::The convenience of nearby malls and supermarkets adds to the overall ease of living, providing access to a range of shopping and daily essentials. Public transport is easily accessible, with buses and autos readily available, ensuring seamless commuting for your daily activities.::::::::::::Financial convenience is assured with banks and ATMs in close proximity, streamlining your daily operations. The Anna Nagar locality is well-connected, with the railway station and metro station both within a 3-kilometer radius, offering efficient modes of transportation for both regional and city-wide travel.Read more", 1.25 Cr," 10,000 per sqft"
